Time (s),Voltage (V)
0.101,4.8553710665
0.223,4.6937030814
0.345,4.5316073455
0.466,4.3697012187
0.587,4.2125222459
0.708,4.0699715569
0.830,3.9418935762
0.952,3.8303345409
1.074,3.7408685951
1.195,3.6702992772
1.316,3.6140948226
1.437,3.5730672602
1.558,3.5438329817
1.679,3.5232907127
1.801,3.5103861065
1.923,3.5037439442
2.045,3.4941515363
2.166,3.4900718441
2.287,3.4864327469
2.408,3.4842364746
2.530,3.4837618857
2.652,3.4838048839
2.774,3.4819458690
2.895,3.4812511019
3.016,3.4802820826
3.137,3.4842427715
3.258,3.4877845715
3.379,3.4924929168
3.501,3.4937676267
3.623,3.4954568021
3.745,3.4964142698
3.866,3.4967659115
3.987,3.4983348604
4.108,3.4997823739
4.229,3.5009201218
4.350,3.5035363900
4.472,3.5051103769
4.594,3.5069355032
4.716,3.5088231604
4.837,3.5073620967
4.958,3.5015038016
5.079,3.5055191621
5.200,3.5086318544
5.321,3.5104019746
5.442,3.5123046324
5.563,3.5132028716
5.685,3.5139269269
5.807,3.5148230185
5.928,3.5117380333
6.049,3.5081830817
6.170,3.5108041696
6.291,3.5128717931
6.412,3.5136704976
6.533,3.5152189020
6.654,3.5151623308
6.776,3.5153726054
6.898,3.5153631285
7.020,3.5157777584
7.141,3.5177764677
7.262,3.5197864723
7.383,3.5200313734
7.505,3.5194586695
7.627,3.5202582162
7.749,3.5194071338
7.870,3.5169045861
7.991,3.5152395510
8.112,3.5137751785
8.233,3.5141878260
8.354,3.5139018975
8.475,3.5143585248
8.596,3.5144944898
8.718,3.5166564072
8.840,3.5181441494
8.961,3.5176635226
9.082,3.5179046553
9.203,3.5179816974
9.324,3.5177945271
9.445,3.5185367816
9.566,3.5189797827
9.687,3.5189958756
9.809,3.5191817176
9.931,3.5197481123
10.053,3.5203986994
10.176,3.5212636320
10.299,3.5212856781
10.421,3.5214813456
10.544,3.5224169949
10.666,3.5225146553
10.788,3.5228548682
10.910,3.5234366738
11.033,3.5237475545
11.155,3.5240476794
11.277,3.5244542707
11.400,3.5243507415
11.522,3.5248066158
11.644,3.5247957646
11.767,3.5253933544
11.889,3.5255944773
12.011,3.5258422783
12.134,3.5263895682
12.256,3.5264002446
12.378,3.5267992875
12.501,3.5270350602
12.623,3.5272542203
12.745,3.5276150939
12.867,3.5278086224
12.990,3.5279289233
13.112,3.5286508837
13.234,3.5287174369
13.357,3.5285553098
13.479,3.5288326979
13.601,3.5290713238
13.724,3.5292485655
13.846,3.5295998986
13.968,3.5294610124
14.091,3.5298572112
14.213,3.5298381854
14.335,3.5302114729
14.458,3.5307087693
14.580,3.5311053751
14.702,3.5321585391
14.825,3.5333098427
14.947,3.5391589166
15.069,3.5361080197
15.191,3.5339692832
15.314,3.5351180391
15.436,3.5331521619
15.558,3.5333165891
15.681,3.5338379725
15.803,3.5358984485
15.926,3.5389323099
16.049,3.5352148983
16.172,3.5345000240
16.295,3.5373124389
16.417,3.5396933401
16.539,3.5362702363
16.662,3.5366737703
16.784,3.5400073828
16.906,3.5409409921
17.029,3.5369780931
17.151,3.5348904156
17.273,3.5348987526
17.396,3.5355069719
17.518,3.5418723554
17.640,3.5424088652
17.763,3.5427315692
17.885,3.5426202728
18.007,3.5428839273
18.130,3.5429649289
18.252,3.5430816952
18.374,3.5431684701
18.496,3.5435173435
18.619,3.5432665224
18.741,3.5436340246
18.863,3.5436633046
18.986,3.5437700880
19.108,3.5439315387
19.230,3.5442898358
19.353,3.5441180805
19.475,3.5444081122
19.597,3.5444950076
