Time (s),Voltage (V)
0.101,4.8159605058
0.222,4.6551136614
0.343,4.4767612815
0.464,4.2852526666
0.585,4.0835661629
0.706,3.8764945868
0.828,3.6684710835
0.950,3.4640144902
1.072,3.2690252379
1.193,3.0877308489
1.314,2.9224713446
1.435,2.7738313196
1.557,2.6408498358
1.679,2.5246172857
1.801,2.4229975013
1.922,2.3365049806
2.043,2.2630755304
2.164,2.2005919980
2.285,2.1475261885
2.406,2.1027447851
2.528,2.0653846658
2.649,2.0340354601
2.770,2.0077433750
2.892,1.9854470365
3.013,1.9675750948
3.134,1.9526583314
3.255,1.9400123413
3.376,1.9296470279
3.497,1.9209259851
3.618,1.9142676139
3.739,1.9085476483
3.861,1.9041986457
3.983,1.9001683070
4.105,1.8972386195
4.226,1.8947833106
4.347,1.8927664444
4.468,1.8915932982
4.589,1.8902211045
4.710,1.8897475809
4.832,1.8888325890
4.954,1.8887114285
5.076,1.8882258751
5.197,1.8817450304
5.318,1.8794601952
5.439,1.8795041398
5.561,1.8794557881
5.683,1.8794831857
5.805,1.8798146168
5.926,1.8798841899
6.047,1.8798483974
6.168,1.8802285349
6.289,1.8803205724
6.410,1.8806497969
6.532,1.8807068468
6.654,1.8808907450
6.776,1.8809152955
6.897,1.8810604725
7.018,1.8814067125
7.139,1.8813855342
7.260,1.8814039593
7.381,1.8815944132
7.503,1.8817669042
7.625,1.8816668122
7.747,1.8817827448
7.868,1.8818331827
7.989,1.8818747577
8.110,1.8819654112
8.231,1.8819009132
8.352,1.8816784097
8.474,1.8817546255
8.596,1.8816190752
8.718,1.8817745614
8.839,1.8815907638
8.960,1.8815085812
9.081,1.8815186786
9.203,1.8816004601
9.325,1.8815004146
9.447,1.8814226715
9.568,1.8810632273
9.689,1.8810074975
9.810,1.8806045597
9.931,1.8805077905
10.052,1.8805217366
10.175,1.8801762179
10.297,1.8799916255
10.419,1.8796790177
10.542,1.8792250384
10.664,1.8793125771
10.786,1.8789530809
10.908,1.8788431838
11.031,1.8785290534
11.153,1.8782423528
11.275,1.8781285251
11.398,1.8776174495
11.520,1.8774145473
11.642,1.8773505248
11.765,1.8770006157
11.887,1.8767299894
12.009,1.8763535828
12.132,1.8759225213
12.254,1.8757520495
12.376,1.8753001842
12.499,1.8751432910
12.621,1.8747961477
12.743,1.8743431750
12.866,1.8742535220
12.988,1.8737162817
13.110,1.8734921941
13.233,1.8730949116
13.355,1.8725523955
13.477,1.8723223731
13.599,1.8718907528
13.722,1.8715787560
13.844,1.8711130333
13.966,1.8707836515
14.089,1.8705211317
14.211,1.8702301327
14.333,1.8697261219
14.456,1.8694416726
14.578,1.8689698299
14.700,1.8686176436
14.823,1.8683390140
14.945,1.8678844543
15.067,1.8674664785
15.190,1.8671367340
15.312,1.8667040396
15.434,1.8662450869
15.557,1.8658730436
15.679,1.8656090224
15.801,1.8653294142
15.923,1.8648088846
16.046,1.8642163263
16.168,1.8639730506
16.291,1.8635749284
16.414,1.8633180757
16.537,1.8626913288
16.660,1.8626988061
16.782,1.8620714251
16.905,1.8617544499
17.027,1.8612647655
17.149,1.8610579592
17.272,1.8606354152
17.395,1.8602724555
17.518,1.8597580941
17.641,1.8601386730
17.763,1.8589373920
17.886,1.8587780905
18.008,1.8583929280
18.130,1.8581381127
18.252,1.8575604004
18.375,1.8570108344
18.497,1.8566753350
18.619,1.8566860106
18.742,1.8563093907
18.864,1.8558158498
18.986,1.8554962898
19.109,1.8551275809
19.231,1.8547001719
19.353,1.8543602717
19.476,1.8538215855
19.598,1.8536010226
19.720,1.8533647067
19.843,1.8528813234
19.965,1.8527139898
20.087,1.8521942638
20.210,1.8517854881
20.332,1.8514867441
20.454,1.8510582456
20.577,1.8508206619
20.699,1.8503889721
20.821,1.8501892520
20.943,1.8496895159
21.066,1.8495283132
21.188,1.8490887253
21.310,1.8487407686
21.433,1.8484283840
21.555,1.8481383330
21.677,1.8477217948
21.800,1.8474690164
21.922,1.8471190718
22.044,1.8467289838
22.167,1.8462762891
22.289,1.8461218486
22.411,1.8456260135
22.534,1.8453742380
22.656,1.8452403253
22.778,1.8447956875
22.901,1.8444912923
23.023,1.8441948938
23.145,1.8437078641
23.268,1.8434896197
23.390,1.8430378945
23.512,1.8428161363
23.634,1.8423473963
23.757,1.8421208492
23.879,1.8417362703
24.001,1.8413394384
24.124,1.8409963558
24.246,1.8409497862
24.368,1.8404939655
24.491,1.8402280429
24.613,1.8398795619
24.735,1.8396388536
24.858,1.8393382738
24.980,1.8389897743
25.102,1.8384505098
25.225,1.8382902023
25.347,1.8380256083
25.469,1.8376298228
25.592,1.8373335641
25.714,1.8370077243
25.836,1.8366799079
25.958,1.8365323604
26.081,1.8361681303
26.203,1.8359609089
26.326,1.8356318125
26.449,1.8353114634
26.572,1.8349456574
26.695,1.8347939011
26.817,1.8344737578
26.940,1.8342985235
27.062,1.8338838263
27.184,1.8336400300
27.306,1.8332055485
27.429,1.8330321037
27.551,1.8326166365
27.673,1.8323228968
27.796,1.8320768302
27.918,1.8319899286
28.040,1.8316041072
28.163,1.8313999507
28.285,1.8310161209
28.407,1.8310340326
28.530,1.8306002502
28.652,1.8302447880
28.774,1.8300288287
28.897,1.8298264787
29.019,1.8295354372
29.141,1.8291324071
29.264,1.8289448976
29.386,1.8286015735
29.508,1.8283288523
29.630,1.8280735005
