Time (s),Voltage (V)
0.101,4.7533195416
0.223,4.5749416245
0.344,4.3859281338
0.465,4.2030470842
0.586,3.9912269106
0.708,3.7743431191
0.830,3.5574248756
0.952,3.3460454674
1.073,3.1457295707
1.194,2.9591674633
1.315,2.7871878857
1.436,2.6309177430
1.557,2.4895541411
1.679,2.3624531228
1.801,2.2482296395
1.923,2.1464270906
2.044,2.0568238166
2.165,1.9775197901
2.286,1.9064091802
2.408,1.8420604568
2.530,1.7847075223
2.652,1.7335798381
2.773,1.6869586896
2.894,1.6444244256
3.015,1.6047731730
3.136,1.5684221481
3.257,1.5339632244
3.379,1.5027575134
3.501,1.4809597591
3.623,1.4551285898
3.744,1.4279203213
3.865,1.4020362168
3.986,1.3828152548
4.107,1.3646807051
4.228,1.3470875524
4.350,1.3299340554
4.472,1.3131219448
4.594,1.2974014708
4.715,1.2827127777
4.836,1.2686199385
4.957,1.2555699313
5.079,1.2427733284
5.201,1.2305642240
5.323,1.2187772783
5.444,1.2079306792
5.565,1.1974674351
5.686,1.1883443340
5.807,1.1792604776
5.928,1.1698232824
6.050,1.1608146589
6.172,1.1519864045
6.294,1.1438547486
6.415,1.1354240127
6.536,1.1273996952
6.657,1.1195772545
6.778,1.1115949108
6.899,1.1041242553
7.021,1.0969970226
7.143,1.0910071687
7.265,1.0849991271
7.386,1.0795092670
7.507,1.0738869886
7.628,1.0691114879
7.750,1.0636222692
7.872,1.0585310100
7.994,1.0537573106
8.115,1.0487854262
8.236,1.0448557980
8.357,1.0396327354
8.478,1.0352884039
8.599,1.0325000330
8.721,1.0283238597
8.843,1.0245163561
8.965,1.0207014883
9.086,1.0173632537
9.207,1.0141892026
9.328,1.0105300710
9.449,1.0071561355
9.570,1.0039329636
9.692,1.0003735440
9.814,0.9972912666
9.936,0.9943670347
10.057,0.9915497730
10.179,0.9886869117
10.302,0.9856457868
10.424,0.9828433533
10.546,0.9803092944
10.669,0.9778807775
10.791,0.9752360830
10.913,0.9729231110
11.036,0.9707394254
11.158,0.9681949158
11.280,0.9656608569
11.403,0.9631804823
11.525,0.9606193252
11.647,0.9578092503
11.770,0.9550852213
11.892,0.9521842494
12.014,0.9492187500
12.136,0.9461337378
12.259,0.9432261826
12.381,0.9402478733
12.503,0.9374573133
12.626,0.9350626878
12.748,0.9320607259
12.870,0.9296373775
12.993,0.9274314168
13.115,0.9253707907
13.237,0.9234133751
13.360,0.9214950741
13.482,0.9197345513
13.604,0.9178310508
13.727,0.9163816312
13.849,0.9143090510
13.971,0.9125434028
14.094,0.9106977536
14.216,0.9093918040
14.338,0.9076232480
14.460,0.9059902994
14.583,0.9040586025
14.705,0.9022363144
14.827,0.8996657766
14.950,0.8970660001
15.072,0.8945037024
15.194,0.8922424144
15.317,0.8899696823
15.439,0.8880024683
15.561,0.8859110067
15.684,0.8836989939
15.806,0.8815673484
15.928,0.8793262325
16.051,0.8774351287
16.173,0.8755165175
16.295,0.8736406338
16.418,0.8715233502
16.540,0.8695951604
16.662,0.8677939271
16.785,0.8658108144
