Time (s),Voltage (V)
0.101,4.8210397567
0.222,4.6534125449
0.343,4.4725515986
0.465,4.2784542863
0.587,4.0743046766
0.709,3.8662232127
0.830,3.6587389259
0.951,3.4559478631
1.072,3.2607892806
1.194,3.0772073751
1.316,2.9075620854
1.438,2.7538175956
1.559,2.6168982502
1.680,2.4965309593
1.801,2.3905588858
1.922,2.2979366366
2.043,2.2174330452
2.165,2.1474197358
2.287,2.0862689311
2.409,2.0339982869
2.530,1.9884988761
2.651,1.9501680558
2.772,1.9168158828
2.893,1.8885099864
3.014,1.8632694079
3.136,1.8420972928
3.258,1.8235736186
3.380,1.8081095605
3.501,1.7942166564
3.622,1.7827303994
3.743,1.7724650685
3.865,1.7638686064
3.987,1.7562194483
4.109,1.7497804098
4.230,1.7442232678
4.351,1.7394293373
4.472,1.7351077662
4.593,1.7313541814
4.714,1.7216375516
4.836,1.7231621307
4.958,1.7205626418
5.080,1.7183817432
5.201,1.7168795178
5.322,1.7119316830
5.443,1.7116763937
5.565,1.7048846679
5.687,1.7030595321
5.809,1.7077923141
5.930,1.7008399264
6.051,1.6997680148
6.172,1.7081414184
6.293,1.7077812236
6.414,1.7020016502
6.536,1.7007153818
6.658,1.7001980403
6.780,1.6982994719
6.901,1.6975796677
7.022,1.7010909307
7.143,1.7007531514
7.264,1.6971524682
7.385,1.7036981039
7.507,1.6962746010
7.629,1.6958907996
7.751,1.6960681084
7.872,1.6958717163
7.993,1.6955335825
8.114,1.6951361953
8.235,1.6949691751
8.356,1.6948894882
8.478,1.6945583176
8.600,1.6943795828
8.722,1.6938981211
8.843,1.6934902261
8.964,1.6978545360
9.085,1.6927124643
9.207,1.6924382029
9.329,1.6922150511
9.451,1.6913435100
9.572,1.6908745813
9.693,1.6905144863
9.814,1.6899613783
9.935,1.6896499793
10.056,1.6920184605
10.179,1.6894258315
10.301,1.6937037200
10.423,1.6875294676
10.546,1.6873064889
10.668,1.6870068979
10.790,1.6896101463
10.912,1.6856388580
11.035,1.6847381677
11.157,1.6903580637
11.279,1.6901512598
11.402,1.6889823116
11.524,1.6897988474
11.646,1.6893291957
11.769,1.6872614545
11.891,1.6854738739
12.013,1.6877580482
12.136,1.6840217125
12.258,1.6823348246
12.380,1.6803870118
12.503,1.6793913652
12.625,1.6779588880
12.747,1.6774072018
12.870,1.6773075042
12.992,1.6769492683
13.114,1.6773466141
13.237,1.6737020289
13.359,1.6742771509
13.481,1.6741710926
13.603,1.6717615359
13.726,1.6708525844
13.848,1.6693902063
13.970,1.6685999630
14.093,1.6671897927
14.215,1.6664811795
14.337,1.6653722945
14.460,1.6650977436
14.582,1.6583711654
14.704,1.6578566739
14.827,1.6572972527
14.949,1.6560874691
15.071,1.6567385566
15.194,1.6538009516
15.316,1.6530971769
15.438,1.6529655994
15.561,1.6527528800
15.683,1.6520145562
15.805,1.6515170042
15.928,1.6493848584
16.050,1.6495187434
16.172,1.6495244972
16.295,1.6472859860
16.418,1.6478905704
16.541,1.6481409022
16.664,1.6449865061
16.786,1.6445769661
16.909,1.6437978729
17.031,1.6432737020
17.153,1.6439311570
17.276,1.6422598824
17.399,1.6414024310
17.522,1.6417942010
17.645,1.6410152975
17.767,1.6421548378
17.890,1.6386748773
18.012,1.6382118300
18.134,1.6376085376
18.256,1.6368575508
18.379,1.6361884367
18.501,1.6355521090
18.623,1.6347245906
18.746,1.6341523394
18.868,1.6335246055
18.990,1.6330777086
19.113,1.6325324684
19.235,1.6318001256
19.357,1.6312160158
19.480,1.6304295019
19.602,1.6301293635
19.724,1.6292868505
19.847,1.6287987135
19.969,1.6282409754
20.091,1.6276427224
20.214,1.6272115947
20.336,1.6264848158
20.458,1.6260068563
20.581,1.6256558635
20.703,1.6250936618
20.825,1.6243788016
20.947,1.6237169192
21.070,1.6232485742
21.192,1.6231019702
21.314,1.6223977611
21.437,1.6221390922
21.559,1.6214353403
21.681,1.6208596614
21.804,1.6203868476
21.926,1.6199284864
22.048,1.6194633918
22.171,1.6188147403
22.293,1.6183100648
22.415,1.6177628071
22.538,1.6173668185
22.660,1.6167563800
22.782,1.6163513907
22.905,1.6158506629
23.027,1.6153183952
23.149,1.6146737813
23.271,1.6143492447
23.394,1.6139483039
23.516,1.6133845535
23.638,1.6129681221
23.761,1.6125208523
23.883,1.6120457400
24.005,1.6116310632
24.128,1.6110292608
24.250,1.6105278672
24.372,1.6101907299
24.495,1.6096168207
24.617,1.6092758286
24.739,1.6086994479
24.862,1.6082521442
24.984,1.6079755818
25.106,1.6073458651
25.229,1.6069093025
25.351,1.6064521994
25.473,1.6063461691
25.596,1.6056838230
25.718,1.6052717846
25.840,1.6048888730
25.962,1.6041815382
26.085,1.6039602366
26.207,1.6035459274
26.329,1.6030427661
26.452,1.6025068561
26.574,1.6023379650
26.696,1.6017938346
26.819,1.6013769040
26.941,1.6009702266
27.063,1.6005696890
27.186,1.6001855414
27.308,1.5998848510
27.430,1.5993111186
27.553,1.5989423211
27.675,1.5985432828
27.797,1.5981599536
27.920,1.5977837108
28.042,1.5973477169
28.164,1.5971533726
28.287,1.5965227497
28.409,1.5961728116
28.531,1.5958105606
28.653,1.5957075314
28.776,1.5949929474
28.898,1.5948216017
29.020,1.5943938813
29.143,1.5939516992
29.265,1.5932417467
29.387,1.5931573428
29.510,1.5926620799
29.632,1.5924717913
29.754,1.5921177141
29.877,1.5918610148
29.999,1.5915599656
30.121,1.5910959862
30.244,1.5906628288
30.366,1.5903203235
30.488,1.5900549805
30.611,1.5895874638
30.733,1.5891867397
30.855,1.5890153518
30.978,1.5884561469
31.101,1.5882206922
31.224,1.5880477918
31.347,1.5876305177
31.469,1.5871949688
31.592,1.5869822963
31.714,1.5865848687
31.836,1.5861000309
31.958,1.5860740976
32.081,1.5854374825
32.203,1.5853190563
32.325,1.5847273997
32.448,1.5845804657
32.570,1.5843783057
32.692,1.5841531942
32.815,1.5835869812
32.937,1.5832887980
33.059,1.5829166557
33.182,1.5828377738
33.304,1.5824361998
33.426,1.5821565562
33.549,1.5817760555
33.671,1.5814651468
33.793,1.5810108992
33.916,1.5808876511
34.038,1.5804555272
34.160,1.5803637131
34.283,1.5800210815
34.405,1.5795753813
34.527,1.5793756611
34.649,1.5791753693
34.772,1.5787355563
34.894,1.5785657616
35.016,1.5783546822
35.139,1.5778635280
35.261,1.5777792776
35.383,1.5775271102
35.506,1.5769519241
35.628,1.5768151115
35.750,1.5762492619
35.873,1.5760990013
35.995,1.5759556263
36.117,1.5756048298
36.240,1.5753456998
36.362,1.5750314043
36.484,1.5748805322
36.607,1.5746565382
36.729,1.5741746738
36.851,1.5738110455
36.973,1.5735462273
37.096,1.5733532722
37.218,1.5729488055
37.340,1.5728742553
37.463,1.5726600165
37.585,1.5722270584
37.707,1.5719020992
37.830,1.5718057290
37.952,1.5713331387
38.074,1.5713155007
38.197,1.5710851798
38.319,1.5707367331
38.441,1.5705760562
38.564,1.5703769127
38.686,1.5699709097
38.808,1.5698407427
38.931,1.5694980611
39.053,1.5691568781
39.175,1.5689195352
39.298,1.5688007114
39.420,1.5684323761
39.542,1.5681954668
39.664,1.5679446251
39.787,1.5676803120
39.909,1.5673965863
40.031,1.5670440725
40.154,1.5669570334
40.276,1.5668538985
40.398,1.5666764158
40.521,1.5663593051
40.643,1.5657299564
40.765,1.5657331765
40.888,1.5655759808
41.010,1.5651707400
41.132,1.5650556966
41.255,1.5649605117
41.377,1.5646115237
41.499,1.5643713317
41.622,1.5641417058
41.744,1.5638346813
41.866,1.5637203588
41.988,1.5634143225
42.111,1.5630513293
42.233,1.5628223069
42.355,1.5628001842
42.478,1.5624085667
42.600,1.5620978050
42.722,1.5620896565
42.845,1.5618081090
42.967,1.5614972673
43.089,1.5612689694
43.212,1.5613072727
43.334,1.5608209736
43.456,1.5608668879
43.579,1.5603943042
43.701,1.5604339298
43.823,1.5599952521
43.946,1.5598279634
44.068,1.5596157660
44.190,1.5590120801
44.313,1.5589354650
44.435,1.5588554522
44.557,1.5588137933
44.680,1.5584209820
44.803,1.5583741598
44.926,1.5580155617
45.049,1.5575230248
45.171,1.5573941148
45.294,1.5571149865
45.416,1.5568610058
45.538,1.5564853003
45.661,1.5563207448
45.783,1.5561599193
45.905,1.5558982171
46.027,1.5559592895
46.150,1.5556206658
46.272,1.5552577354
46.394,1.5551220786
46.517,1.5549970086
46.639,1.5548775785
46.761,1.5546718023
46.884,1.5545985231
47.006,1.5544271752
47.128,1.5543316853
47.251,1.5540062535
47.373,1.5537136923
47.495,1.5536404355
47.618,1.5534467361
47.740,1.5532632890
47.862,1.5531089167
47.985,1.5529609113
48.107,1.5527247333
48.229,1.5526558643
48.351,1.5522648208
48.474,1.5520029084
48.596,1.5520773647
48.718,1.5516988773
48.841,1.5517245144
48.963,1.5514355056
49.085,1.5511343107
49.208,1.5509889538
49.330,1.5507413060
49.452,1.5506867884
49.575,1.5503025215
49.697,1.5501572968
49.819,1.5501373687
49.942,1.5499790932
50.064,1.5496504209
50.186,1.5496444057
50.309,1.5494031997
50.431,1.5491876212
50.553,1.5490732987
50.675,1.5488746673
50.798,1.5487276848
50.920,1.5485485168
51.042,1.5484767167
51.165,1.5482841649
51.287,1.5481408123
51.409,1.5478474315
51.532,1.5473520909
51.654,1.5476050115
51.776,1.5474109252
51.899,1.5472783984
52.021,1.5469920773
52.143,1.5467706240
52.266,1.5466178949
52.388,1.5463860301
52.510,1.5462501212
52.633,1.5462357855
52.755,1.5459301172
52.877,1.5458232538
53.000,1.5456830915
53.122,1.5455596020
53.244,1.5451780677
53.366,1.5451829526
53.489,1.5451331269
53.611,1.5448185715
53.733,1.5447574622
53.856,1.5446077265
53.978,1.5443943384
54.100,1.5443361027
54.223,1.5440113628
54.345,1.5439301613
54.467,1.5437274724
54.590,1.5436606410
54.712,1.5433998700
54.834,1.5432620492
54.957,1.5432798962
55.079,1.5430720535
55.201,1.5428227889
55.324,1.5425975580
55.446,1.5422552671
55.568,1.5424577420
55.690,1.5421783568
55.813,1.5421431207
55.935,1.5418324114
56.057,1.5418203389
56.180,1.5415672272
56.302,1.5413833855
56.424,1.5411690219
56.547,1.5411086959
56.669,1.5409013025
56.791,1.5408894926
56.914,1.5407279512
57.036,1.5404935979
57.158,1.5403249260
57.281,1.5402871607
57.403,1.5402621981
57.525,1.5399614002
57.648,1.5398531936
57.770,1.5397098687
57.892,1.5397121647
58.015,1.5393946623
58.137,1.5392264082
58.259,1.5392071249
58.381,1.5388391519
58.504,1.5387314295
58.626,1.5386892300
58.748,1.5386615200
58.871,1.5384707763
58.993,1.5383228469
59.115,1.5380694136
59.238,1.5380422679
59.360,1.5377966877
59.482,1.5375833355
59.605,1.5376287709
59.727,1.5372650190
59.849,1.5373891797
59.972,1.5371101938
60.094,1.5369592406
60.216,1.5369031016
60.339,1.5367553779
60.461,1.5366314241
60.583,1.5364252855
60.706,1.5363459750
60.828,1.5363242683
60.950,1.5360529245
61.072,1.5360466128
61.195,1.5357973750
61.317,1.5355735962
61.439,1.5355385029
61.562,1.5355189810
61.684,1.5354386129
61.806,1.5350441629
61.929,1.5347711383
62.051,1.5345502028
62.173,1.5345167751
62.296,1.5340451304
62.418,1.5342168768
62.540,1.5341642652
62.663,1.5337899359
62.785,1.5337444354
62.907,1.5339880103
63.030,1.5338963807
63.152,1.5337141330
63.274,1.5336673021
63.396,1.5334757694
63.519,1.5333859917
63.641,1.5333146928
63.763,1.5331094896
63.886,1.5329615773
64.008,1.5328601574
64.130,1.5328203213
64.253,1.5325057753
64.375,1.5325709075
64.497,1.5323163424
64.620,1.5323160853
64.742,1.5322059018
64.864,1.5321731352
64.987,1.5318643774
65.109,1.5317045354
65.231,1.5316278465
65.354,1.5314577038
65.476,1.5312500000
65.598,1.5313786110
65.721,1.5311642983
65.843,1.5309772787
65.965,1.5307692943
66.087,1.5305593010
66.210,1.5305638407
66.332,1.5306053861
66.454,1.5304174708
66.577,1.5301230502
66.699,1.5301770209
66.821,1.5298253644
66.944,1.5298473855
67.066,1.5297431462
67.188,1.5296904192
67.311,1.5295949203
67.433,1.5294869535
67.555,1.5294287908
67.678,1.5292865035
67.800,1.5289745681
67.922,1.5289014030
68.045,1.5288211488
68.167,1.5288464717
68.289,1.5285517124
68.411,1.5286383976
68.534,1.5283940050
68.656,1.5280723841
68.778,1.5281757284
68.901,1.5280951409
69.023,1.5279993829
69.145,1.5278011866
69.268,1.5276993847
69.390,1.5277128879
69.512,1.5275450662
69.635,1.5272845230
69.757,1.5273492595
69.879,1.5272627829
70.002,1.5271917250
70.124,1.5269746121
70.246,1.5269364359
70.369,1.5268000629
70.491,1.5265434922
70.613,1.5266605695
70.735,1.5263691153
70.858,1.5262746624
70.980,1.5262156757
71.102,1.5260923400
71.225,1.5259430460
71.347,1.5257487438
71.469,1.5258155646
71.592,1.5257683675
71.714,1.5255324952
71.836,1.5255263964
71.959,1.5254695033
72.081,1.5251619799
72.203,1.5250182864
72.326,1.5251228755
72.448,1.5250834692
72.570,1.5247084633
72.693,1.5247080138
72.815,1.5244953279
72.937,1.5245032916
73.060,1.5245319705
73.182,1.5242570412
73.304,1.5240779818
73.426,1.5239965586
73.549,1.5241157442
73.671,1.5237969962
73.793,1.5239208241
73.916,1.5235985318
74.038,1.5234636702
74.160,1.5236371638
74.283,1.5232191518
74.405,1.5230366824
74.527,1.5231001370
74.650,1.5229175583
74.772,1.5230036253
74.894,1.5229169971
75.017,1.5227005747
75.139,1.5226964695
75.261,1.5225204235
75.384,1.5222611489
75.506,1.5225366934
75.628,1.5221785746
75.750,1.5221940765
75.873,1.5219977663
75.995,1.5218066819
76.117,1.5216281329
76.240,1.5218367345
76.362,1.5217446998
76.484,1.5214821718
76.607,1.5214846479
76.729,1.5213425048
76.851,1.5211930036
76.974,1.5210547748
77.096,1.5212088990
77.218,1.5211778567
77.341,1.5210670569
77.463,1.5207557409
77.585,1.5207978069
77.708,1.5207340759
77.830,1.5207433445
77.952,1.5203971024
78.075,1.5203819893
78.197,1.5202640162
78.319,1.5199968045
78.441,1.5199771199
78.564,1.5199835038
78.686,1.5197447439
78.808,1.5198325358
78.931,1.5197897197
79.053,1.5194003989
79.175,1.5196342490
79.298,1.5195331605
79.420,1.5195312500
79.542,1.5191165001
79.665,1.5191442277
79.787,1.5192406228
79.909,1.5191054842
80.032,1.5188521870
80.154,1.5187075767
80.276,1.5186166521
80.399,1.5185464994
80.521,1.5183095138
80.643,1.5185243851
80.765,1.5182572573
80.888,1.5181971423
81.010,1.5183315519
81.132,1.5180878873
81.255,1.5180893328
81.377,1.5178246760
81.499,1.5177642943
81.622,1.5175707557
81.744,1.5177833546
81.866,1.5176541349
81.989,1.5174042652
82.111,1.5174472739
82.233,1.5172327755
82.356,1.5171094951
82.478,1.5171208348
82.600,1.5167219116
82.723,1.5168693120
82.845,1.5168040374
82.967,1.5166034903
83.090,1.5167069155
83.212,1.5163963329
83.334,1.5162875198
83.456,1.5161366901
83.579,1.5165117668
83.701,1.5163040484
83.823,1.5161187892
83.946,1.5160163892
84.068,1.5159211367
84.190,1.5158778157
84.313,1.5157611947
84.435,1.5156814726
84.557,1.5154660952
84.680,1.5153640739
84.802,1.5154473180
84.924,1.5153077411
85.047,1.5152794639
85.169,1.5150465004
85.291,1.5151067003
85.414,1.5150078933
85.536,1.5150079337
85.658,1.5147349126
85.781,1.5147704396
85.903,1.5147021553
86.025,1.5144872840
86.147,1.5145090859
86.270,1.5144306351
86.392,1.5144390757
86.514,1.5142901443
86.637,1.5139570924
86.759,1.5139129165
86.881,1.5138674078
87.004,1.5137906019
87.126,1.5135768358
87.248,1.5137875423
87.371,1.5138465536
87.493,1.5136994226
87.615,1.5135052590
87.738,1.5134248686
87.860,1.5134625132
87.982,1.5132669252
88.104,1.5130480978
88.227,1.5131587566
88.349,1.5129749207
88.471,1.5130508518
88.594,1.5129240323
88.716,1.5128605981
88.838,1.5125895595
88.961,1.5125119000
89.083,1.5126002733
89.205,1.5125978215
89.328,1.5123972672
89.450,1.5124611579
89.572,1.5123967807
