Time (s),Voltage (V)
0.101,4.7899399471
0.222,4.6223774683
0.343,4.4405951552
0.464,4.2467631567
0.585,4.0422790717
0.706,3.8330312214
0.828,3.6217794448
0.950,3.4126481211
1.072,3.2123082337
1.193,3.0238713747
1.314,2.8497150981
1.435,2.6899009227
1.557,2.5443627868
1.679,2.4121666594
1.801,2.2936070618
1.922,2.1882272567
2.043,2.0941993234
2.164,2.0101843486
2.285,1.9346358388
2.406,1.8672847156
2.528,1.8063623088
2.650,1.7515112168
2.772,1.7014951226
2.893,1.6568588020
3.014,1.6161847820
3.135,1.5792420553
3.256,1.5449896039
3.377,1.5141042504
3.499,1.4856710804
3.621,1.4592162404
3.743,1.4347558048
3.864,1.4121369226
3.985,1.3913207354
4.106,1.3715360397
4.228,1.3533753755
4.349,1.3367249705
4.470,1.3206369192
4.592,1.3053530901
4.713,1.2914618962
4.834,1.2780290232
4.955,1.2652420883
5.076,1.2534470151
5.197,1.2416503218
5.318,1.2309051333
5.439,1.2205736878
5.561,1.2105404901
5.682,1.2009723238
5.803,1.1918262325
5.925,1.1830877379
6.046,1.1749286517
6.167,1.1668930721
6.288,1.1590157793
6.409,1.1515535796
6.530,1.1443935120
6.651,1.1372671888
6.772,1.1306464921
6.894,1.1240114317
7.016,1.1175980381
7.138,1.1114017764
7.259,1.1055720535
7.380,1.0999254432
7.501,1.0941329117
7.622,1.0888258894
7.743,1.0834432173
7.865,1.0785244656
7.987,1.0735299734
8.109,1.0686839866
8.230,1.0639682872
8.351,1.0593115110
8.472,1.0549519570
8.593,1.0508206209
8.714,1.0463759782
8.836,1.0423597286
8.958,1.0382591546
9.080,1.0345424887
9.201,1.0305599326
9.322,1.0270095107
9.443,1.0234311658
9.565,1.0198734152
9.687,1.0164815381
9.809,1.0134591044
9.930,1.0099322880
10.051,1.0067362714
10.174,1.0036956028
10.297,1.0006258406
10.419,0.9978742002
10.542,0.9946117113
10.664,0.9920098180
10.786,0.9892872801
10.909,0.9865232737
11.031,0.9840430514
11.153,0.9813681792
11.275,0.9788730920
11.398,0.9764328557
11.520,0.9739991956
11.642,0.9718201407
11.765,0.9696053792
11.887,0.9674456210
12.009,0.9651899257
12.132,0.9630235445
12.254,0.9608824048
12.376,0.9589039587
12.499,0.9567501266
12.621,0.9546800621
12.743,0.9529484697
12.866,0.9510826252
12.988,0.9492215048
13.110,0.9474212251
13.233,0.9456402953
13.355,0.9439020628
13.477,0.9422671126
13.599,0.9404880719
13.722,0.9389342750
13.844,0.9374311310
13.966,0.9357952843
14.089,0.9343407739
14.211,0.9324890911
14.333,0.9311341675
14.456,0.9295848763
14.578,0.9281530986
14.700,0.9267374330
14.823,0.9253093449
14.945,0.9240361094
15.067,0.9225183305
15.190,0.9210938592
15.312,0.9201339915
15.434,0.9185581024
15.557,0.9173409988
15.679,0.9160624559
15.801,0.9150206108
15.924,0.9139552364
16.046,0.9127801591
16.168,0.9113683445
16.290,0.9103044143
16.413,0.9091038115
16.535,0.9081218596
16.657,0.9071042856
16.780,0.9057494367
16.902,0.9049084318
17.024,0.9038876331
17.147,0.9029422971
17.269,0.9016247576
17.391,0.9009629027
17.514,0.8996247686
17.636,0.8988038831
17.758,0.8978853263
17.881,0.8970155071
18.003,0.8959196492
18.125,0.8951657678
18.248,0.8942261083
18.370,0.8931428508
18.492,0.8923866692
18.614,0.8913363539
18.737,0.8904691539
18.859,0.8898701957
18.981,0.8889458963
19.104,0.8881969676
19.226,0.8873000044
19.348,0.8863915768
19.471,0.8857801255
19.593,0.8847986821
19.715,0.8838964679
19.838,0.8835133978
19.960,0.8823827574
20.082,0.8816588564
20.205,0.8807703981
20.327,0.8803304610
20.449,0.8792284661
20.572,0.8786292207
20.694,0.8780908410
20.816,0.8771739945
20.939,0.8765822059
21.061,0.8758057674
21.183,0.8751928332
21.305,0.8742657880
21.428,0.8737586903
21.550,0.8734655986
21.672,0.8725982511
21.795,0.8716570885
21.917,0.8710427869
