Time (s),Voltage (V)
0.101,4.7904685628
0.222,4.6300698080
0.344,4.4543624157
0.465,4.2672877435
0.586,4.0695130186
0.708,3.8644160265
0.830,3.6566155290
0.951,3.4529183930
1.072,3.2573149955
1.193,3.0719006193
1.314,2.8999941632
1.435,2.7422927022
1.557,2.5983820550
1.679,2.4678088993
1.800,2.3384195390
1.921,2.2382374740
2.042,2.1493947792
2.163,2.0690363886
2.284,1.9962397523
2.405,1.9315040659
2.526,1.8732883993
2.648,1.8207992805
2.770,1.7740144357
2.892,1.7318913124
3.013,1.6941362174
3.134,1.6601507436
3.255,1.6293718045
3.376,1.6016216939
3.497,1.5764695806
3.619,1.5526361457
3.741,1.5311954434
3.863,1.5116450986
3.984,1.4937604681
4.105,1.4770762484
4.226,1.4616284744
4.348,1.4473207425
4.470,1.4340261108
4.592,1.4213280704
4.713,1.4092416696
4.834,1.3980702222
4.955,1.3873730056
5.076,1.3774101574
5.197,1.3679462224
5.319,1.3590453863
5.441,1.3500976563
5.563,1.3418841655
5.684,1.3339623369
5.805,1.3260986397
5.926,1.3187932497
6.047,1.3117709508
6.168,1.3049502300
6.290,1.2982864998
6.412,1.2915530072
6.534,1.2851889839
6.655,1.2790034930
6.776,1.2729149413
6.897,1.2673184244
7.019,1.2616347094
7.141,1.2561021517
7.263,1.2506955962
7.384,1.2448017675
7.505,1.2397222785
7.626,1.2344480011
7.747,1.2295891004
7.868,1.2247886593
7.990,1.2201478569
8.112,1.2164381656
8.234,1.2131743191
8.355,1.2084830086
8.476,1.2038011876
8.597,1.1982325458
8.718,1.1959297690
8.839,1.1921319246
8.961,1.1883379501
9.083,1.1843070771
9.205,1.1804253775
9.326,1.1759520451
9.447,1.1724132520
9.568,1.1696470275
9.690,1.1660126236
9.812,1.1641484266
9.934,1.1621584759
10.055,1.1597223753
10.177,1.1576396600
10.300,1.1553146507
10.422,1.1535007493
10.544,1.1514597213
10.667,1.1495911975
10.789,1.1481303442
10.911,1.1463810715
11.033,1.1447386249
11.156,1.1429029180
11.278,1.1410423462
11.400,1.1392044954
11.523,1.1370429971
11.645,1.1353799365
11.767,1.1333440188
11.890,1.1312294753
12.012,1.1278511768
12.134,1.1256246034
12.257,1.1239475615
12.379,1.1213155082
12.501,1.1188704592
12.624,1.1166042373
12.746,1.1146999515
12.868,1.1113851325
12.991,1.1083124629
13.113,1.1060320985
13.235,1.1033242232
13.358,1.1001694382
13.480,1.0969840885
13.602,1.0942513664
13.724,1.0897402002
13.847,1.0863643708
13.969,1.0834348003
14.091,1.0808379490
14.214,1.0782540984
14.336,1.0757200943
14.458,1.0732259390
14.581,1.0707279075
14.703,1.0683304500
14.825,1.0660683362
14.948,1.0635961082
15.070,1.0612479615
15.192,1.0588997176
15.315,1.0572066928
15.437,1.0548266154
15.559,1.0527955134
15.682,1.0505948352
15.804,1.0485044407
15.926,1.0466256942
16.048,1.0448254856
16.171,1.0427397573
16.293,1.0408007537
16.415,1.0389581240
16.538,1.0371923473
16.660,1.0354207070
16.782,1.0336718530
16.905,1.0319710951
17.027,1.0302610411
17.149,1.0285976386
17.272,1.0268535582
17.394,1.0251509609
17.516,1.0234807375
17.639,1.0220526263
17.761,1.0205753041
17.883,1.0189160101
18.006,1.0174468431
18.128,1.0160726485
18.250,1.0143141039
18.373,1.0127769202
18.495,1.0113124229
18.617,1.0100645165
18.739,1.0086780770
18.862,1.0072417923
18.984,1.0058621298
19.106,1.0045457249
19.229,1.0031218340
19.351,1.0017974810
19.473,1.0005207783
19.596,0.9991301552
19.718,0.9976846240
19.840,0.9965040935
19.963,0.9954673635
20.085,0.9939891132
20.207,0.9928302797
20.330,0.9916612807
20.452,0.9904354725
20.574,0.9892955421
20.697,0.9880981104
20.819,0.9868708128
20.941,0.9856945301
21.063,0.9844030906
21.186,0.9833190133
21.308,0.9820155479
21.430,0.9811437513
21.553,0.9798691111
21.675,0.9789866890
21.797,0.9776434385
21.920,0.9765597706
22.042,0.9757856576
22.164,0.9744336709
22.287,0.9733159346
22.409,0.9722430360
22.531,0.9713340626
22.654,0.9702945409
22.776,0.9693023294
22.898,0.9682330773
23.021,0.9672485829
23.143,0.9661770539
23.265,0.9652463824
23.388,0.9641494026
23.510,0.9629195500
23.632,0.9622143314
23.754,0.9610493117
23.877,0.9602832741
23.999,0.9592929081
24.121,0.9584578134
24.244,0.9573178321
24.366,0.9562929743
24.488,0.9554022688
24.611,0.9544315413
24.733,0.9538136901
24.855,0.9526758253
24.978,0.9519123485
25.100,0.9510341370
25.222,0.9500430172
25.345,0.9492075597
25.467,0.9482518292
25.589,0.9474060782
25.712,0.9465901101
25.834,0.9456623545
25.956,0.9447174718
26.078,0.9437460343
26.201,0.9428481672
26.323,0.9421680018
26.446,0.9412433076
26.569,0.9405742624
26.692,0.9396719579
26.815,0.9388291949
26.937,0.9380452887
27.060,0.9372297941
27.182,0.9363250948
27.304,0.9357278117
27.427,0.9347065072
27.550,0.9336810405
27.673,0.9329323397
27.796,0.9321955025
27.918,0.9312457038
28.041,0.9306042897
28.163,0.9295897060
28.285,0.9288541850
28.407,0.9280042654
28.530,0.9274327815
28.652,0.9266200745
28.774,0.9257267211
28.897,0.9249777285
29.019,0.9243239818
29.141,0.9231861715
29.264,0.9228201749
29.386,0.9220044737
29.508,0.9213024469
29.631,0.9204852135
29.753,0.9196822109
29.875,0.9191860106
29.998,0.9183508594
30.120,0.9177648977
30.242,0.9169635461
30.365,0.9162901979
30.487,0.9155156360
30.609,0.9150274958
30.732,0.9141926901
30.854,0.9135941908
30.976,0.9129096328
31.098,0.9118934627
31.221,0.9114496904
31.343,0.9106810318
31.465,0.9099450195
31.588,0.9091583985
31.710,0.9083876939
31.832,0.9077803886
31.955,0.9068002376
32.077,0.9065544010
32.199,0.9056446745
32.322,0.9050616397
32.444,0.9042968750
32.566,0.9037402950
32.689,0.9032043150
32.811,0.9025847915
32.933,0.9015921879
33.056,0.9012678391
33.178,0.9004773999
33.300,0.8996867838
33.422,0.8994647358
33.545,0.8986708597
33.667,0.8980724943
33.789,0.8974915067
33.912,0.8968831335
34.034,0.8962295597
34.156,0.8956477149
34.279,0.8949139053
34.401,0.8944665131
34.523,0.8937543513
34.646,0.8932872109
34.768,0.8927227499
34.890,0.8921611719
35.013,0.8915472484
35.135,0.8909941379
35.257,0.8904371783
35.380,0.8899737764
35.502,0.8892724127
35.624,0.8886870219
35.747,0.8883088711
35.869,0.8876360852
35.991,0.8870754914
36.113,0.8863722989
36.236,0.8860639782
36.358,0.8852780104
36.480,0.8847887585
36.603,0.8842203003
36.725,0.8834529818
36.847,0.8831831862
36.970,0.8824735144
37.092,0.8820756016
37.214,0.8813917200
37.337,0.8807663041
37.459,0.8801803266
37.581,0.8797448379
37.704,0.8791491624
37.826,0.8787023977
37.948,0.8782342781
38.071,0.8778035914
38.193,0.8770853535
38.315,0.8766617536
38.438,0.8761782617
38.560,0.8755633485
38.682,0.8750589352
