Time (s),Voltage (V)
0.101,4.8298575309
0.223,4.6619416136
0.345,4.4797049581
0.466,4.2856493521
0.587,4.0827718627
0.708,3.8746267300
0.829,3.6646753639
0.950,3.4575297210
1.072,3.2580583460
1.194,3.0686212465
1.316,2.8927036051
1.437,2.7319673396
1.558,2.5867673166
1.679,2.4560409176
1.801,2.3378112230
1.923,2.2324123276
2.045,2.1377580525
2.166,2.0540842075
2.287,1.9796383828
2.408,1.9131616934
2.529,1.8537645149
2.650,1.8022631684
2.772,1.7559365941
2.894,1.7132206922
3.016,1.6742659414
3.137,1.6402861645
3.258,1.6085446328
3.379,1.5797103645
3.500,1.5531556157
3.621,1.5295045253
3.743,1.5079295565
3.865,1.4882226017
3.987,1.4702271190
4.108,1.4536497818
4.229,1.4388989044
4.350,1.4246669495
4.471,1.4119959429
4.592,1.3994008434
4.714,1.3879670801
4.836,1.3767949110
4.958,1.3669665459
5.079,1.3572138906
5.200,1.3479948945
5.321,1.3398156594
5.443,1.3287907761
5.565,1.3180211243
5.687,1.3110324284
5.808,1.3041778694
5.929,1.2977378551
6.050,1.2916181966
6.172,1.2855658114
6.293,1.2799973687
6.414,1.2749042715
6.536,1.2697167423
6.658,1.2650453365
6.779,1.2603771818
6.900,1.2558739670
7.021,1.2514664961
7.143,1.2470981441
7.264,1.2425780700
7.385,1.2384181230
7.507,1.2344281927
7.629,1.2305819549
7.750,1.2272140008
7.871,1.2235719666
7.992,1.2197695246
8.114,1.2159581063
8.236,1.2122359462
8.358,1.2086624913
8.479,1.2049761989
8.600,1.2013356908
8.721,1.1978932578
8.843,1.1947555947
8.965,1.1917963294
9.087,1.1886293209
9.208,1.1856184988
9.329,1.1825010022
9.450,1.1795070632
9.571,1.1765155303
9.692,1.1738942392
9.813,1.1711137383
9.934,1.1685798589
10.056,1.1664219121
10.179,1.1641222728
10.301,1.1620873431
10.424,1.1598276359
10.546,1.1578959692
10.668,1.1564430542
10.791,1.1548547548
10.913,1.1533519922
11.035,1.1517914206
11.157,1.1500414199
11.280,1.1482183330
11.402,1.1467586717
11.525,1.1454671451
11.648,1.1443171155
11.771,1.1430924643
11.894,1.1417306609
12.016,1.1403577883
12.138,1.1392747220
12.261,1.1377267001
12.383,1.1362352896
12.505,1.1345998352
12.628,1.1325081771
12.750,1.1305783895
12.872,1.1288261091
12.995,1.1269935194
13.117,1.1255371782
13.239,1.1241167975
13.362,1.1227193526
13.484,1.1210923726
13.606,1.1197049162
13.729,1.1179989366
13.851,1.1163913743
13.973,1.1149777038
14.096,1.1134231764
14.218,1.1121228733
14.340,1.1108425977
14.463,1.1101001891
14.585,1.1092606775
14.707,1.1084342494
14.829,1.1079109824
14.952,1.1068249655
15.074,1.1059122664
15.196,1.1048678308
15.319,1.1039837090
15.441,1.1030211455
15.563,1.1022653166
15.686,1.1014358580
15.808,1.1010239444
15.930,1.1006597443
16.053,1.1005297128
16.175,1.1002498568
16.297,1.0997715846
16.420,1.0993533617
16.542,1.0988284005
16.664,1.0978286494
16.787,1.0968464510
16.909,1.0957885226
17.031,1.0945500322
17.154,1.0933542438
17.276,1.0921178046
17.398,1.0908905589
17.520,1.0897553471
17.643,1.0885191950
17.765,1.0869801767
17.887,1.0852663543
18.010,1.0836718641
18.132,1.0821593464
18.254,1.0805818286
18.377,1.0791616083
18.499,1.0776236336
18.621,1.0762484357
18.744,1.0752054111
18.866,1.0742022214
18.988,1.0733333443
19.111,1.0726043377
19.233,1.0717050313
19.355,1.0713477223
19.478,1.0707702125
19.600,1.0703607083
19.722,1.0698125110
19.844,1.0691156188
19.967,1.0684216042
20.089,1.0680053883
20.211,1.0678487865
20.334,1.0671278909
20.456,1.0665040440
20.578,1.0658480176
20.701,1.0651108991
20.823,1.0639724193
20.945,1.0632014396
21.068,1.0621359043
21.190,1.0612231686
21.312,1.0605479766
21.435,1.0596576518
21.557,1.0592686663
21.679,1.0590346627
21.802,1.0587719768
21.924,1.0587122047
22.046,1.0584628989
22.168,1.0582015828
22.291,1.0579149599
22.413,1.0569670641
22.535,1.0553484560
22.658,1.0545360209
22.780,1.0535305007
22.902,1.0524650354
23.025,1.0513972650
23.147,1.0500402195
23.269,1.0491575014
23.392,1.0479746563
23.514,1.0466697704
23.636,1.0450581972
23.759,1.0434398363
23.881,1.0414233295
24.003,1.0394290552
24.126,1.0378282866
24.248,1.0357030699
24.370,1.0332711484
24.493,1.0310294683
24.615,1.0286247135
24.737,1.0262597519
24.859,1.0236735164
24.982,1.0209909080
25.104,1.0175726155
25.226,1.0144876049
25.349,1.0121914739
25.471,1.0099529487
25.593,1.0078229651
25.716,1.0057652123
25.838,1.0037974370
25.960,1.0020148142
26.083,1.0003174238
26.205,0.9985895628
26.327,0.9967010033
26.450,0.9954032237
26.572,0.9936213527
26.694,0.9920990971
26.817,0.9905722689
26.939,0.9893225494
27.061,0.9878524548
27.184,0.9863199369
27.306,0.9851573519
27.428,0.9839852014
27.550,0.9828429591
27.673,0.9816240851
27.795,0.9804990524
27.917,0.9792545187
28.040,0.9783174740
28.162,0.9779591634
28.284,0.9769769745
28.407,0.9759497603
28.529,0.9743573144
28.651,0.9731420527
28.774,0.9721573243
28.896,0.9713009080
29.018,0.9703839383
29.141,0.9696067439
29.263,0.9684221835
29.385,0.9679205002
29.508,0.9669551775
29.630,0.9662169980
29.752,0.9654432922
29.875,0.9645519822
29.998,0.9638999214
30.121,0.9631050922
30.244,0.9625008734
30.366,0.9619250784
30.489,0.9611539377
30.611,0.9601730540
30.733,0.9596296333
30.856,0.9590809941
30.978,0.9589623369
31.100,0.9585656514
31.222,0.9571579332
31.345,0.9564594505
31.467,0.9558742507
31.589,0.9552797166
31.712,0.9545666442
31.834,0.9540795244
31.956,0.9535116593
32.079,0.9526861200
32.201,0.9524487064
32.323,0.9517188161
32.446,0.9513064321
32.568,0.9508454359
32.690,0.9500567871
32.813,0.9496811024
32.935,0.9488537443
33.057,0.9494949745
33.180,0.9480980777
33.302,0.9474942701
33.424,0.9469006193
33.546,0.9465027716
33.669,0.9458600082
33.791,0.9452973488
33.913,0.9447842860
34.036,0.9444298272
34.158,0.9439241008
34.280,0.9434320802
34.403,0.9427717453
34.525,0.9422560935
34.647,0.9420344336
34.770,0.9413197295
34.892,0.9408511658
35.014,0.9404137144
35.137,0.9400328396
35.259,0.9395564285
35.381,0.9388453209
35.504,0.9387555024
35.626,0.9381928222
35.748,0.9379447683
35.871,0.9372488995
35.993,0.9368181968
36.115,0.9371542776
36.237,0.9367467856
36.360,0.9354816435
36.482,0.9349532242
36.604,0.9348203742
36.727,0.9340159809
36.849,0.9335262584
36.971,0.9332643736
37.094,0.9327058915
37.216,0.9323761460
37.338,0.9318006314
37.461,0.9314340130
37.583,0.9309794825
37.705,0.9305282911
37.828,0.9302917788
37.950,0.9297646333
38.072,0.9293840110
38.195,0.9290048888
38.317,0.9283679699
38.439,0.9280897391
38.561,0.9277398830
38.684,0.9272731143
38.806,0.9268500970
38.928,0.9264331179
39.051,0.9260258000
39.173,0.9257647214
39.295,0.9253384095
39.418,0.9247989559
39.540,0.9244148889
39.662,0.9242643560
39.785,0.9236526276
39.907,0.9234094014
40.029,0.9229204121
40.152,0.9226796133
40.274,0.9222730629
40.396,0.9217430842
40.519,0.9213845353
40.641,0.9210719874
40.763,0.9207199794
40.886,0.9203296403
41.008,0.9198750441
41.130,0.9196243609
41.252,0.9189711999
41.375,0.9188175788
41.497,0.9183323783
41.619,0.9180568775
41.742,0.9176889913
41.864,0.9174784027
41.986,0.9177511853
42.109,0.9173464575
42.231,0.9164205748
42.353,0.9159886360
42.476,0.9157279512
42.598,0.9151547624
42.720,0.9148939276
42.843,0.9145352239
42.965,0.9141933511
43.087,0.9140732405
43.210,0.9137232414
43.332,0.9132718838
43.454,0.9127732722
43.576,0.9126163833
43.699,0.9124199754
43.821,0.9118741848
43.944,0.9124609157
44.067,0.9116129103
44.190,0.9108894222
44.313,0.9108355860
44.435,0.9111829350
44.558,0.9097615856
44.680,0.9095171456
44.802,0.9090736292
44.924,0.9089040138
45.047,0.9084665076
45.169,0.9079923858
45.291,0.9077514717
45.414,0.9076941007
45.536,0.9069441996
45.658,0.9069473086
45.781,0.9064577038
45.903,0.9061508286
46.025,0.9058539772
