Time (s),Voltage (V)
0.101,4.8963967872
0.223,4.7292371356
0.345,4.5497037579
0.466,4.3585279112
0.587,4.1574305751
0.708,3.9491859776
0.830,3.7375508064
0.952,3.5271500742
1.074,3.3229530377
1.195,3.1299020958
1.316,2.9505113807
1.437,2.7850061156
1.558,2.6342973045
1.679,2.4979716913
1.801,2.3749800813
1.923,2.2645870614
2.045,2.1660388115
2.166,2.0787668591
2.287,2.0010335539
2.408,1.9318816665
2.529,1.8700442275
2.650,1.8144426599
2.772,1.7643502026
2.894,1.7191264403
3.016,1.6778584912
3.137,1.6408715510
3.258,1.6071859252
3.379,1.5765990178
3.501,1.5482021864
3.623,1.5219644728
3.745,1.4982432786
3.866,1.4759936420
3.987,1.4557760630
4.108,1.4369940933
4.230,1.4191889756
4.352,1.4023901231
4.474,1.3867528479
4.595,1.3720951053
4.716,1.3585589495
4.837,1.3455502358
4.958,1.3332845098
5.079,1.3216292754
5.200,1.3104218794
5.321,1.2996887448
5.443,1.2896409612
5.565,1.2797210523
5.687,1.2702486688
5.808,1.2612697241
5.929,1.2526472085
6.050,1.2440348720
6.172,1.2357854084
6.294,1.2280000655
6.416,1.2204658039
6.537,1.2128975119
6.658,1.2059115207
6.779,1.1990011239
6.900,1.1924400792
7.021,1.1859698868
7.143,1.1795928179
7.265,1.1735076052
7.387,1.1674791048
7.508,1.1615391396
7.629,1.1558224270
7.750,1.1503947571
7.871,1.1450326090
7.992,1.1397043434
8.114,1.1345997267
8.236,1.1296536749
8.358,1.1245949175
8.479,1.1199271090
8.600,1.1152608058
8.721,1.1106649658
8.843,1.1062865085
8.965,1.1019784938
9.087,1.0977817301
9.208,1.0935709406
9.329,1.0895912809
9.450,1.0854774550
9.571,1.0816647982
9.692,1.0779627904
9.814,1.0742446716
9.936,1.0705661880
10.058,1.0669081704
10.181,1.0638241849
10.304,1.0601161831
10.426,1.0567466833
10.548,1.0536341014
10.671,1.0502932417
10.793,1.0472606664
10.915,1.0443462925
11.038,1.0410284530
11.160,1.0381382779
11.282,1.0352416235
11.405,1.0324828487
11.527,1.0297734485
11.649,1.0268474822
11.772,1.0243411888
11.894,1.0216289999
12.016,1.0192960598
12.139,1.0165065810
12.261,1.0142806770
12.383,1.0117005737
12.506,1.0094716737
12.628,1.0069364862
12.750,1.0047880755
12.873,1.0023630738
12.995,1.0002520606
13.117,0.9979518358
13.239,0.9959643128
13.362,0.9938338457
13.484,0.9916585860
13.606,0.9899041724
13.729,0.9877569413
13.851,0.9859121562
13.973,0.9839128816
14.096,0.9819652542
14.218,0.9802401049
14.340,0.9783071485
14.463,0.9765120070
14.585,0.9749468331
14.707,0.9729299959
14.830,0.9713699059
14.952,0.9696384102
15.074,0.9679315161
15.197,0.9662960387
15.319,0.9647266727
15.441,0.9628933798
15.563,0.9615808305
15.686,0.9599257288
15.808,0.9581827398
15.930,0.9569582694
16.053,0.9555887869
16.175,0.9539087293
16.297,0.9523825261
16.420,0.9511549530
16.542,0.9495658498
16.664,0.9482556820
16.787,0.9469790429
16.909,0.9455714475
17.031,0.9440944132
17.154,0.9428249677
17.276,0.9415977058
17.398,0.9402567373
17.521,0.9388128188
17.643,0.9377823629
17.765,0.9365620041
17.887,0.9351770150
18.010,0.9337921740
18.132,0.9326433577
18.254,0.9314742844
18.377,0.9300829832
18.499,0.9287715422
18.621,0.9276421166
18.744,0.9267504432
18.866,0.9254107347
18.988,0.9241872444
19.111,0.9232227545
19.233,0.9220967582
19.355,0.9208384007
19.478,0.9197018891
19.600,0.9187882912
19.722,0.9178365588
19.845,0.9168906556
19.967,0.9157346395
20.089,0.9144560442
20.212,0.9135935972
20.334,0.9125997223
20.456,0.9117443693
20.578,0.9106114834
20.701,0.9094872856
20.823,0.9086438866
20.945,0.9077666186
21.068,0.9067797674
21.190,0.9056177825
21.312,0.9045485891
21.435,0.9037447269
21.557,0.9031564043
21.679,0.9021870483
21.802,0.9010535848
21.924,0.8999223158
22.046,0.8991631746
22.169,0.8982737388
22.291,0.8974292578
22.413,0.8966487878
22.536,0.8955634913
22.658,0.8946758749
22.780,0.8939527504
22.902,0.8931828997
23.025,0.8923401254
23.147,0.8914927495
23.269,0.8905170439
23.392,0.8895479973
23.514,0.8889266903
23.636,0.8880907845
23.759,0.8873385861
23.881,0.8864460287
24.003,0.8855447269
24.126,0.8847361480
24.248,0.8841526908
24.370,0.8832575437
24.493,0.8824339387
24.615,0.8817395209
24.737,0.8808725941
24.860,0.8800266494
24.982,0.8793428795
25.104,0.8786019348
25.227,0.8780956322
25.349,0.8771776380
25.471,0.8763264170
25.593,0.8755284894
25.716,0.8748504315
25.838,0.8741501565
25.960,0.8734891647
26.083,0.8729931067
26.205,0.8721116339
26.327,0.8713617126
26.450,0.8706595099
26.572,0.8699808269
26.694,0.8693774676
26.817,0.8686779997
26.939,0.8681213637
27.061,0.8673890916
27.184,0.8664508476
27.306,0.8658597056
27.428,0.8651308252
27.551,0.8645566767
27.673,0.8638845425
27.795,0.8631699891
27.918,0.8627089047
28.040,0.8618832092
28.162,0.8611155175
28.285,0.8605554452
28.408,0.8598837400
28.531,0.8593013281
28.654,0.8587404254
28.776,0.8581467234
28.899,0.8573853017
29.021,0.8566615612
29.143,0.8558733102
29.266,0.8553601218
29.389,0.8548754474
29.512,0.8542766289
29.635,0.8537579915
29.757,0.8531275887
29.880,0.8524110558
30.002,0.8516575392
30.124,0.8509950194
30.246,0.8503378036
